調教師,race_pace,件数,勝率,複勝率
浅野洋一,スロー上がり,46,0.0,0.0
中内田充,ハイ/持続,236,0.15,0.3458333333333333
四位洋文,ハイ/持続,58,0.11666666666666667,0.3333333333333333
堀宣行,ハイ/持続,146,0.12751677852348994,0.31543624161073824
藤沢和雄,ハイ/持続,158,0.1746987951807229,0.3132530120481928
安田隆行,ハイ/持続,458,0.10714285714285714,0.3067226890756303
池上昌弘,ハイ/持続,79,0.0898876404494382,0.30337078651685395
藤原英昭,ハイ/持続,197,0.1485148514851485,0.30198019801980197
松永幹夫,ハイ/持続,271,0.08960573476702509,0.3010752688172043
田中克典,ハイ/持続,113,0.09649122807017543,0.2982456140350877
木村哲也,ハイ/持続,128,0.10606060606060606,0.29545454545454547
上村洋行,ハイ/持続,158,0.13664596273291926,0.2919254658385093
藤岡健一,ハイ/持続,287,0.13513513513513514,0.2905405405405405
西園翔太,ハイ/持続,37,0.07894736842105263,0.2894736842105263
野中賢二,ハイ/持続,244,0.108,0.288
佐々木晶,ハイ/持続,236,0.0875,0.2875
須貝尚介,ハイ/持続,249,0.09961685823754789,0.2835249042145594
高柳大輔,ハイ/持続,251,0.08139534883720931,0.28294573643410853
松永昌博,ハイ/持続,345,0.08611111111111111,0.28055555555555556
西園正都,ハイ/持続,421,0.07990867579908675,0.2762557077625571
武英智,ハイ/持続,212,0.08372093023255814,0.2744186046511628
杉山晴紀,ハイ/持続,302,0.09872611464968153,0.27388535031847133
吉岡辰弥,ハイ/持続,119,0.14049586776859505,0.2727272727272727
戸田博文,ハイ/持続,178,0.08888888888888889,0.2722222222222222
石坂正,ハイ/持続,169,0.10982658959537572,0.27167630057803466
浅見秀一,ハイ/持続,329,0.10344827586206896,0.27011494252873564
武幸四郎,ハイ/持続,198,0.08823529411764706,0.2696078431372549
角居勝彦,ハイ/持続,106,0.09821428571428571,0.26785714285714285
国枝栄,ハイ/持続,161,0.11176470588235295,0.2647058823529412
高橋義忠,ハイ/持続,284,0.08934707903780069,0.2646048109965636
小笠倫弘,ハイ/持続,214,0.10407239819004525,0.26244343891402716
嘉藤貴行,ハイ/持続,42,0.09523809523809523,0.2619047619047619
山内研二,ハイ/持続,209,0.04504504504504504,0.26126126126126126
安田翔伍,ハイ/持続,135,0.07913669064748201,0.2589928057553957
宮田敬介,ハイ/持続,69,0.08571428571428572,0.2571428571428571
辻哲英,ハイ/持続,71,0.05405405405405406,0.25675675675675674
手塚貴久,ハイ/持続,300,0.08125,0.25625
大根田裕,ハイ/持続,250,0.07086614173228346,0.2559055118110236
福島信晴,ハイ/持続,40,0.09302325581395349,0.2558139534883721
松田国英,ハイ/持続,100,0.13725490196078433,0.2549019607843137
小林真也,ハイ/持続,107,0.1,0.2545454545454545
辻野泰之,ハイ/持続,94,0.08421052631578947,0.25263157894736843
田村康仁,ハイ/持続,263,0.075,0.25
奥村武,ハイ/持続,206,0.12735849056603774,0.25
高柳瑞樹,ハイ/持続,221,0.0815450643776824,0.24892703862660945
谷潔,ハイ/持続,207,0.06542056074766354,0.24766355140186916
五十嵐忠,ハイ/持続,192,0.06565656565656566,0.2474747474747475
池江泰寿,ハイ/持続,161,0.09195402298850575,0.2471264367816092
鈴木孝志,ハイ/持続,302,0.08064516129032258,0.24516129032258063
昆貢,ハイ/持続,198,0.049019607843137254,0.24509803921568626
加藤士津,ハイ/持続,169,0.0718232044198895,0.2430939226519337
加藤征弘,ハイ/持続,332,0.09620991253644315,0.24198250728862974
沖芳夫,ハイ/持続,89,0.043478260869565216,0.2391304347826087
橋口慎介,ハイ/持続,256,0.06130268199233716,0.23754789272030652
岩元市三,ハイ/持続,91,0.041237113402061855,0.23711340206185566
伊藤圭三,ハイ/持続,452,0.08523908523908524,0.23700623700623702
音無秀孝,ハイ/持続,404,0.09382151029748284,0.23569794050343248
高野友和,ハイ/持続,272,0.08455882352941177,0.23529411764705882
橋田満,ハイ/持続,200,0.07352941176470588,0.23529411764705882
村山明,ハイ/持続,389,0.07175925925925926,0.2337962962962963
吉田直弘,ハイ/持続,300,0.07119741100323625,0.23300970873786409
高木登,ハイ/持続,280,0.09246575342465753,0.2328767123287671
鹿戸雄一,ハイ/持続,192,0.08585858585858586,0.23232323232323232
角田晃一,ハイ/持続,284,0.09897610921501707,0.23208191126279865
鮫島一歩,ハイ/持続,329,0.06086956521739131,0.2318840579710145
矢作芳人,ハイ/持続,391,0.1026252983293556,0.2315035799522673
清水久詞,ハイ/持続,371,0.06426735218508997,0.23136246786632392
寺島良,ハイ/持続,316,0.07384615384615385,0.23076923076923078
長谷川浩,ハイ/持続,151,0.07643312101910828,0.22929936305732485
梅田智之,ハイ/持続,337,0.0718232044198895,0.2292817679558011
茶木太樹,ハイ/持続,110,0.07017543859649122,0.22807017543859648
池添学,ハイ/持続,274,0.09929078014184398,0.22695035460992907
西村真幸,ハイ/持続,302,0.07861635220125786,0.22641509433962265
萩原清,ハイ/持続,218,0.10619469026548672,0.22566371681415928
斎藤誠,ハイ/持続,350,0.08707865168539326,0.2247191011235955
高橋祥泰,ハイ/持続,197,0.04878048780487805,0.22439024390243903
加用正,ハイ/持続,277,0.09621993127147767,0.22336769759450173
中舘英二,ハイ/持続,274,0.09285714285714286,0.22142857142857142
奥村豊,ハイ/持続,329,0.06865671641791045,0.2208955223880597
田中博康,ハイ/持続,152,0.07142857142857142,0.22077922077922077
水野貴広,ハイ/持続,317,0.06116207951070336,0.22018348623853212
竹内正洋,ハイ/持続,272,0.06227106227106227,0.21978021978021978
大久保龍,ハイ/持続,259,0.07692307692307693,0.21978021978021978
斉藤崇史,ハイ/持続,207,0.06542056074766354,0.21962616822429906
宗像義忠,ハイ/持続,184,0.06091370558375635,0.2182741116751269
栗田徹,ハイ/持続,300,0.0749185667752443,0.2182410423452769
庄野靖志,ハイ/持続,294,0.066006600660066,0.21782178217821782
吉村圭司,ハイ/持続,288,0.08,0.21666666666666667
牧浦充徳,ハイ/持続,442,0.08441558441558442,0.21645021645021645
森秀行,ハイ/持続,477,0.08424908424908426,0.21611721611721613
友道康夫,ハイ/持続,107,0.0603448275862069,0.21551724137931033
久保田貴,ハイ/持続,228,0.055793991416309016,0.2145922746781116
矢野英一,ハイ/持続,287,0.06354515050167224,0.2140468227424749
石橋守,ハイ/持続,284,0.07023411371237458,0.2140468227424749
菊沢隆徳,ハイ/持続,237,0.08368200836820083,0.21338912133891214
池上昌和,ハイ/持続,217,0.06060606060606061,0.21212121212121213
河内洋,ハイ/持続,254,0.0625,0.2109375
池添兼雄,ハイ/持続,228,0.075,0.20833333333333334
新谷功一,ハイ/持続,149,0.06493506493506493,0.2077922077922078
高橋文雅,ハイ/持続,219,0.05726872246696035,0.20704845814977973
木原一良,ハイ/持続,264,0.08333333333333333,0.20652173913043478
宮本博,ハイ/持続,217,0.07174887892376682,0.2062780269058296
新開幸一,ハイ/持続,213,0.05829596412556054,0.2062780269058296
小野次郎,ハイ/持続,251,0.08527131782945736,0.2054263565891473
大竹正博,ハイ/持続,201,0.07582938388625593,0.2037914691943128
平田修,ハイ/持続,223,0.047619047619047616,0.20346320346320346
和田正一,ハイ/持続,177,0.08021390374331551,0.20320855614973263
南井克巳,ハイ/持続,335,0.056338028169014086,0.2028169014084507
西浦勝一,ハイ/持続,153,0.0759493670886076,0.20253164556962025
小崎憲,ハイ/持続,348,0.07277628032345014,0.20215633423180593
畠山吉宏,ハイ/持続,210,0.07476635514018691,0.20093457943925233
中川公成,ハイ/持続,209,0.0593607305936073,0.2009132420091324
松下武士,ハイ/持続,336,0.08,0.2
石坂公一,ハイ/持続,147,0.09333333333333334,0.2
中尾秀正,ハイ/持続,299,0.052980132450331126,0.1986754966887417
宮徹,ハイ/持続,242,0.06324110671936758,0.1976284584980237
高市圭二,ハイ/持続,117,0.05737704918032787,0.19672131147540983
金成貴史,ハイ/持続,228,0.05240174672489083,0.1965065502183406
武井亮,ハイ/持続,273,0.07272727272727272,0.19636363636363635
千田輝彦,ハイ/持続,291,0.08038585209003216,0.19614147909967847
湯窪幸雄,ハイ/持続,127,0.06015037593984962,0.19548872180451127
大橋勇樹,ハイ/持続,353,0.07567567567567568,0.1945945945945946
武藤善則,ハイ/持続,322,0.0744047619047619,0.19345238095238096
牧田和弥,ハイ/持続,262,0.06319702602230483,0.19330855018587362
萱野浩二,ハイ/持続,261,0.06439393939393939,0.19318181818181818
今野貞一,ハイ/持続,283,0.06529209621993128,0.19243986254295534
荒川義之,ハイ/持続,218,0.056768558951965066,0.19213973799126638
高橋亮,ハイ/持続,269,0.05434782608695652,0.19202898550724637
杉浦宏昭,ハイ/持続,300,0.03559870550161812,0.19093851132686085
石栗龍彦,ハイ/持続,208,0.05581395348837209,0.19069767441860466
尾関知人,ハイ/持続,225,0.06637168141592921,0.1902654867256637
中竹和也,ハイ/持続,359,0.06842105263157895,0.18947368421052632
杉山佳明,ハイ/持続,142,0.0763888888888889,0.1875
飯田祐史,ハイ/持続,336,0.069164265129683,0.1873198847262248
高橋裕,ハイ/持続,244,0.04780876494023904,0.18725099601593626
奥平雅士,ハイ/持続,254,0.05343511450381679,0.18702290076335878
小西一男,ハイ/持続,286,0.061016949152542375,0.1864406779661017
松元茂樹,ハイ/持続,80,0.08139534883720931,0.18604651162790697
田中剛,ハイ/持続,188,0.04736842105263158,0.18421052631578946
鈴木慎太,ハイ/持続,86,0.09195402298850575,0.1839080459770115
佐藤吉勝,ハイ/持続,182,0.05945945945945946,0.1837837837837838
川村禎彦,ハイ/持続,345,0.0646900269541779,0.18328840970350405
中村均,ハイ/持続,107,0.06363636363636363,0.18181818181818182
栗田博憲,ハイ/持続,113,0.05128205128205128,0.1794871794871795
西田雄一,ハイ/持続,64,0.04477611940298507,0.1791044776119403
北出成人,ハイ/持続,333,0.05747126436781609,0.1781609195402299
上原博之,ハイ/持続,180,0.053763440860215055,0.1774193548387097
浜田多実,ハイ/持続,292,0.05537459283387622,0.1758957654723127
青木孝文,ハイ/持続,159,0.04242424242424243,0.17575757575757575
岩戸孝樹,ハイ/持続,290,0.039735099337748346,0.17549668874172186
林徹,ハイ/持続,137,0.06293706293706294,0.17482517482517482
古賀慎明,ハイ/持続,185,0.041025641025641026,0.17435897435897435
渡辺薫彦,ハイ/持続,238,0.04938271604938271,0.1728395061728395
岡田稲男,ハイ/持続,320,0.051515151515151514,0.17272727272727273
高橋康之,ハイ/持続,256,0.038314176245210725,0.1724137931034483
飯田雄三,ハイ/持続,256,0.07116104868913857,0.17228464419475656
田島俊明,ハイ/持続,283,0.0684931506849315,0.17123287671232876
佐藤正雄,ハイ/持続,65,0.06153846153846154,0.16923076923076924
牧光二,ハイ/持続,325,0.05504587155963303,0.16819571865443425
深山雅史,ハイ/持続,148,0.055900621118012424,0.16770186335403728
古賀史生,ハイ/持続,196,0.06565656565656566,0.16666666666666666
崎山博樹,ハイ/持続,85,0.06666666666666667,0.16666666666666666
菊川正達,ハイ/持続,208,0.051643192488262914,0.1643192488262911
根本康広,ハイ/持続,239,0.044,0.164
和田勇介,ハイ/持続,174,0.03954802259887006,0.1638418079096045
鈴木伸尋,ハイ/持続,319,0.050595238095238096,0.1636904761904762
相沢郁,ハイ/持続,272,0.05776173285198556,0.1624548736462094
小島太,ハイ/持続,73,0.08108108108108109,0.16216216216216217
柴田光陽,ハイ/持続,60,0.014705882352941176,0.16176470588235295
清水英克,ハイ/持続,224,0.048034934497816595,0.1615720524017467
尾形充弘,ハイ/持続,47,0.06,0.16
羽月友彦,ハイ/持続,224,0.03017241379310345,0.15948275862068967
伊藤大士,ハイ/持続,261,0.02888086642599278,0.1588447653429603
笹田和秀,ハイ/持続,230,0.05982905982905983,0.1581196581196581
小手川準,ハイ/持続,107,0.009259259259259259,0.1574074074074074
二ノ宮敬,ハイ/持続,46,0.0196078431372549,0.1568627450980392
本田優,ハイ/持続,384,0.05303030303030303,0.15656565656565657
稲垣幸雄,ハイ/持続,90,0.09375,0.15625
緒方努,ハイ/持続,30,0.03125,0.15625
小島茂之,ハイ/持続,152,0.03225806451612903,0.15483870967741936
勢司和浩,ハイ/持続,194,0.04975124378109453,0.15422885572139303
西橋豊治,ハイ/持続,124,0.07086614173228346,0.14960629921259844
森田直行,ハイ/持続,327,0.0443213296398892,0.14958448753462603
松山将樹,ハイ/持続,153,0.03225806451612903,0.14838709677419354
安達昭夫,ハイ/持続,187,0.06282722513089005,0.14659685863874344
黒岩陽一,ハイ/持続,147,0.033112582781456956,0.1456953642384106
坂口智康,ハイ/持続,184,0.03684210526315789,0.14210526315789473
堀井雅広,ハイ/持続,246,0.038314176245210725,0.1417624521072797
大和田成,ハイ/持続,231,0.06224066390041494,0.14107883817427386
土田稔,ハイ/持続,216,0.031818181818181815,0.1409090909090909
大江原哲,ハイ/持続,203,0.02857142857142857,0.1380952380952381
藤原辰雄,ハイ/持続,162,0.04819277108433735,0.13253012048192772
畑端省吾,ハイ/持続,83,0.047619047619047616,0.13095238095238096
柄崎孝,ハイ/持続,148,0.0392156862745098,0.13071895424836602
蛯名利弘,ハイ/持続,258,0.03663003663003663,0.1282051282051282
目野哲也,ハイ/持続,54,0.07272727272727272,0.12727272727272726
中野栄治,ハイ/持続,266,0.028268551236749116,0.127208480565371
伊藤伸一,ハイ/持続,147,0.046052631578947366,0.125
中村直也,ハイ/持続,83,0.022727272727272728,0.125
服部利之,ハイ/持続,163,0.04093567251461988,0.12280701754385964
藤沢則雄,ハイ/持続,255,0.03237410071942446,0.1223021582733813
加藤敬二,ハイ/持続,58,0.08620689655172414,0.1206896551724138
加藤和宏,ハイ/持続,193,0.00980392156862745,0.11764705882352941
星野忍,ハイ/持続,138,0.03597122302158273,0.11510791366906475
谷原義明,ハイ/持続,34,0.02857142857142857,0.11428571428571428
作田誠二,ハイ/持続,100,0.05660377358490566,0.11320754716981132
尾形和幸,ハイ/持続,202,0.043478260869565216,0.1111111111111111
田所秀孝,ハイ/持続,161,0.030120481927710843,0.10843373493975904
伊坂重信,ハイ/持続,97,0.029411764705882353,0.10784313725490197
和田雄二,ハイ/持続,180,0.03684210526315789,0.10526315789473684
小桧山悟,ハイ/持続,215,0.044642857142857144,0.09821428571428571
田中清隆,ハイ/持続,139,0.013986013986013986,0.0979020979020979
二本柳俊,ハイ/持続,30,0.0,0.0967741935483871
粕谷昌央,ハイ/持続,185,0.010362694300518135,0.09326424870466321
松永康利,ハイ/持続,166,0.023255813953488372,0.09302325581395349
武市康男,ハイ/持続,264,0.03345724907063197,0.09293680297397769
和田正道,ハイ/持続,81,0.03409090909090909,0.09090909090909091
柴田政人,ハイ/持続,32,0.030303030303030304,0.09090909090909091
天間昭一,ハイ/持続,224,0.02575107296137339,0.08583690987124463
村田一誠,ハイ/持続,48,0.061224489795918366,0.08163265306122448
的場均,ハイ/持続,167,0.016666666666666666,0.07777777777777778
南田美知,ハイ/持続,212,0.013636363636363636,0.07727272727272727
堀内岳志,ハイ/持続,38,0.02564102564102564,0.07692307692307693
浅野洋一,ハイ/持続,153,0.012658227848101266,0.0759493670886076
坂口正則,ハイ/持続,66,0.045454545454545456,0.07575757575757576
石毛善彦,ハイ/持続,175,0.010638297872340425,0.07446808510638298
本間忍,ハイ/持続,209,0.02727272727272727,0.07272727272727272
高橋義博,ハイ/持続,33,0.0,0.058823529411764705
伊藤正徳,ハイ/持続,63,0.015873015873015872,0.047619047619047616
中内田充,標準〜やや上がり,301,0.16883116883116883,0.3961038961038961
嘉藤貴行,標準〜やや上がり,38,0.07692307692307693,0.38461538461538464
上村洋行,標準〜やや上がり,116,0.1794871794871795,0.37606837606837606
安田翔伍,標準〜やや上がり,154,0.14743589743589744,0.36538461538461536
池江泰寿,標準〜やや上がり,484,0.1340782122905028,0.3649906890130354
友道康夫,標準〜やや上がり,420,0.12008733624454149,0.35152838427947597
木村哲也,標準〜やや上がり,279,0.15878378378378377,0.35135135135135137
藤沢和雄,標準〜やや上がり,301,0.13479623824451412,0.3510971786833856
辻野泰之,標準〜やや上がり,67,0.2028985507246377,0.34782608695652173
萩原清,標準〜やや上がり,175,0.15083798882681565,0.3463687150837989
松田国英,標準〜やや上がり,154,0.12903225806451613,0.3419354838709677
堀宣行,標準〜やや上がり,407,0.1655011655011655,0.3333333333333333
藤原英昭,標準〜やや上がり,418,0.11214953271028037,0.3294392523364486
大久保龍,標準〜やや上がり,295,0.11400651465798045,0.3289902280130293
須貝尚介,標準〜やや上がり,417,0.12,0.3288888888888889
池添学,標準〜やや上がり,299,0.12091503267973856,0.3235294117647059
国枝栄,標準〜やや上がり,420,0.1206896551724138,0.32112068965517243
松元茂樹,標準〜やや上がり,78,0.1282051282051282,0.32051282051282054
田中博康,標準〜やや上がり,177,0.12972972972972974,0.31891891891891894
高野友和,標準〜やや上がり,328,0.12835820895522387,0.3164179104477612
中村直也,標準〜やや上がり,50,0.1346153846153846,0.3076923076923077
西村真幸,標準〜やや上がり,281,0.07903780068728522,0.3024054982817869
矢作芳人,標準〜やや上がり,627,0.11127596439169139,0.30118694362017806
高柳大輔,標準〜やや上がり,148,0.11333333333333333,0.3
安田隆行,標準〜やや上がり,315,0.11692307692307692,0.29846153846153844
牧光二,標準〜やや上がり,212,0.06511627906976744,0.29767441860465116
吉岡辰弥,標準〜やや上がり,119,0.12403100775193798,0.2868217054263566
松永昌博,標準〜やや上がり,184,0.10582010582010581,0.2857142857142857
四位洋文,標準〜やや上がり,55,0.10714285714285714,0.2857142857142857
松永幹夫,標準〜やや上がり,306,0.09717868338557993,0.2852664576802508
杉山晴紀,標準〜やや上がり,240,0.124,0.284
角居勝彦,標準〜やや上がり,254,0.10247349823321555,0.2826855123674912
高橋亮,標準〜やや上がり,229,0.09829059829059829,0.28205128205128205
高柳瑞樹,標準〜やや上がり,153,0.10897435897435898,0.28205128205128205
田中克典,標準〜やや上がり,74,0.10666666666666667,0.28
栗田博憲,標準〜やや上がり,70,0.09333333333333334,0.28
昆貢,標準〜やや上がり,228,0.09282700421940929,0.27848101265822783
林徹,標準〜やや上がり,127,0.1297709923664122,0.2748091603053435
角田晃一,標準〜やや上がり,212,0.09216589861751152,0.271889400921659
斉藤崇史,標準〜やや上がり,310,0.121875,0.271875
石坂正,標準〜やや上がり,230,0.07407407407407407,0.2716049382716049
橋口慎介,標準〜やや上がり,278,0.10676156583629894,0.2704626334519573
尾関知人,標準〜やや上がり,280,0.09215017064846416,0.26621160409556316
高橋祥泰,標準〜やや上がり,150,0.07547169811320754,0.2641509433962264
石坂公一,標準〜やや上がり,126,0.09302325581395349,0.26356589147286824
野中賢二,標準〜やや上がり,184,0.07368421052631578,0.2631578947368421
岡田稲男,標準〜やや上がり,220,0.10407239819004525,0.26244343891402716
高木登,標準〜やや上がり,277,0.0859106529209622,0.2611683848797251
鹿戸雄一,標準〜やや上がり,365,0.08072916666666667,0.2604166666666667
佐々木晶,標準〜やや上がり,262,0.0830188679245283,0.26037735849056604
手塚貴久,標準〜やや上がり,348,0.104,0.25866666666666666
久保田貴,標準〜やや上がり,281,0.0859106529209622,0.25773195876288657
西園正都,標準〜やや上がり,268,0.10108303249097472,0.2563176895306859
斎藤誠,標準〜やや上がり,334,0.09302325581395349,0.2558139534883721
宮本博,標準〜やや上がり,218,0.049107142857142856,0.2544642857142857
寺島良,標準〜やや上がり,289,0.08250825082508251,0.25412541254125415
稲垣幸雄,標準〜やや上がり,89,0.07692307692307693,0.25274725274725274
吉村圭司,標準〜やや上がり,214,0.10550458715596331,0.25229357798165136
清水久詞,標準〜やや上がり,396,0.10679611650485436,0.25
尾形充弘,標準〜やや上がり,57,0.05,0.25
中竹和也,標準〜やや上がり,336,0.08069164265129683,0.2478386167146974
音無秀孝,標準〜やや上がり,421,0.0746606334841629,0.24660633484162897
藤岡健一,標準〜やや上がり,339,0.09770114942528736,0.2442528735632184
和田正一,標準〜やや上がり,203,0.09569377990430622,0.24401913875598086
牧浦充徳,標準〜やや上がり,112,0.10434782608695652,0.24347826086956523
加用正,標準〜やや上がり,213,0.084070796460177,0.24336283185840707
上原博之,標準〜やや上がり,195,0.08415841584158416,0.24257425742574257
安達昭夫,標準〜やや上がり,191,0.06060606060606061,0.24242424242424243
武英智,標準〜やや上がり,189,0.09278350515463918,0.2422680412371134
武幸四郎,標準〜やや上がり,180,0.04838709677419355,0.24193548387096775
小笠倫弘,標準〜やや上がり,145,0.0738255033557047,0.24161073825503357
今野貞一,標準〜やや上がり,226,0.06866952789699571,0.24034334763948498
五十嵐忠,標準〜やや上がり,151,0.05844155844155844,0.24025974025974026
古賀慎明,標準〜やや上がり,216,0.08547008547008547,0.23931623931623933
渡辺薫彦,標準〜やや上がり,228,0.06172839506172839,0.23868312757201646
河内洋,標準〜やや上がり,263,0.04905660377358491,0.23773584905660378
武井亮,標準〜やや上がり,214,0.07407407407407407,0.2361111111111111
大竹正博,標準〜やや上がり,250,0.08235294117647059,0.23529411764705882
宮田敬介,標準〜やや上がり,94,0.05319148936170213,0.23404255319148937
庄野靖志,標準〜やや上がり,209,0.08878504672897196,0.2336448598130841
千田輝彦,標準〜やや上がり,200,0.04830917874396135,0.2318840579710145
南井克巳,標準〜やや上がり,211,0.07555555555555556,0.2311111111111111
池上昌和,標準〜やや上がり,201,0.08653846153846154,0.23076923076923078
中川公成,標準〜やや上がり,185,0.07853403141361257,0.23036649214659685
伊藤圭三,標準〜やや上がり,136,0.08633093525179857,0.2302158273381295
本田優,標準〜やや上がり,324,0.08059701492537313,0.2298507462686567
加藤征弘,標準〜やや上がり,219,0.06222222222222222,0.22666666666666666
奥村豊,標準〜やや上がり,240,0.09090909090909091,0.22529644268774704
笹田和秀,標準〜やや上がり,233,0.09322033898305085,0.2245762711864407
坂口正則,標準〜やや上がり,49,0.04081632653061224,0.22448979591836735
栗田徹,標準〜やや上がり,209,0.06018518518518518,0.2222222222222222
加藤士津,標準〜やや上がり,104,0.05555555555555555,0.2222222222222222
畠山吉宏,標準〜やや上がり,211,0.058823529411764705,0.22171945701357465
浅見秀一,標準〜やや上がり,135,0.07142857142857142,0.22142857142857142
辻哲英,標準〜やや上がり,64,0.04411764705882353,0.22058823529411764
松下武士,標準〜やや上がり,214,0.07623318385650224,0.21973094170403587
黒岩陽一,標準〜やや上がり,203,0.06796116504854369,0.21844660194174756
中舘英二,標準〜やや上がり,165,0.07647058823529412,0.21764705882352942
蛯名正義,標準〜やや上がり,45,0.08695652173913043,0.21739130434782608
菊沢隆徳,標準〜やや上がり,219,0.08597285067873303,0.2171945701357466
沖芳夫,標準〜やや上がり,64,0.1076923076923077,0.2153846153846154
西浦勝一,標準〜やや上がり,156,0.09815950920245399,0.2147239263803681
岩戸孝樹,標準〜やや上がり,189,0.06598984771573604,0.2131979695431472
田中剛,標準〜やや上がり,140,0.07092198581560284,0.2127659574468085
池添兼雄,標準〜やや上がり,218,0.06787330316742081,0.21266968325791855
戸田博文,標準〜やや上がり,332,0.038922155688622756,0.2125748502994012
矢野英一,標準〜やや上がり,165,0.06857142857142857,0.21142857142857144
新谷功一,標準〜やや上がり,69,0.07042253521126761,0.2112676056338028
吉田直弘,標準〜やや上がり,174,0.049723756906077346,0.20994475138121546
金成貴史,標準〜やや上がり,239,0.07407407407407407,0.20987654320987653
森田直行,標準〜やや上がり,183,0.05102040816326531,0.20918367346938777
平田修,標準〜やや上がり,252,0.058823529411764705,0.20784313725490197
中尾秀正,標準〜やや上がり,173,0.07471264367816093,0.20689655172413793
小島茂之,標準〜やや上がり,232,0.037037037037037035,0.205761316872428
大和田成,標準〜やや上がり,169,0.05,0.20555555555555555
高橋義忠,標準〜やや上がり,218,0.09049773755656108,0.20361990950226244
橋田満,標準〜やや上がり,174,0.062146892655367235,0.2033898305084746
大根田裕,標準〜やや上がり,118,0.04065040650406504,0.2032520325203252
北出成人,標準〜やや上がり,238,0.055776892430278883,0.20318725099601595
宮徹,標準〜やや上がり,245,0.0625,0.203125
鈴木孝志,標準〜やや上がり,195,0.07575757575757576,0.20202020202020202
尾形和幸,標準〜やや上がり,151,0.05194805194805195,0.2012987012987013
小西一男,標準〜やや上がり,159,0.050314465408805034,0.20125786163522014
牧田和弥,標準〜やや上がり,204,0.04784688995215311,0.20095693779904306
相沢郁,標準〜やや上がり,329,0.038922155688622756,0.20059880239520958
松永康利,標準〜やや上がり,136,0.014184397163120567,0.19858156028368795
大橋勇樹,標準〜やや上がり,228,0.04132231404958678,0.19834710743801653
田中清隆,標準〜やや上がり,121,0.06557377049180328,0.19672131147540983
梅田智之,標準〜やや上がり,280,0.06375838926174497,0.19463087248322147
杉浦宏昭,標準〜やや上がり,151,0.07096774193548387,0.1935483870967742
宗像義忠,標準〜やや上がり,220,0.07983193277310924,0.19327731092436976
長谷川浩,標準〜やや上がり,122,0.07086614173228346,0.1889763779527559
和田勇介,標準〜やや上がり,148,0.045454545454545456,0.18831168831168832
西田雄一,標準〜やや上がり,32,0.03125,0.1875
和田正道,標準〜やや上がり,58,0.03389830508474576,0.1864406779661017
二ノ宮敬,標準〜やや上がり,57,0.0847457627118644,0.1864406779661017
奥村武,標準〜やや上がり,212,0.05909090909090909,0.18636363636363637
山内研二,標準〜やや上がり,146,0.052980132450331126,0.18543046357615894
木原一良,標準〜やや上がり,143,0.0684931506849315,0.18493150684931506
池上昌弘,標準〜やや上がり,47,0.0,0.1836734693877551
和田雄二,標準〜やや上がり,188,0.07253886010362694,0.18134715025906736
村山明,標準〜やや上がり,236,0.036,0.18
川村禎彦,標準〜やや上がり,189,0.04,0.18
武市康男,標準〜やや上がり,200,0.033816425120772944,0.178743961352657
伊藤大士,標準〜やや上がり,228,0.04149377593360996,0.17842323651452283
羽月友彦,標準〜やや上がり,153,0.044585987261146494,0.17834394904458598
水野貴広,標準〜やや上がり,196,0.05555555555555555,0.17676767676767677
岩元市三,標準〜やや上がり,46,0.0,0.17391304347826086
森秀行,標準〜やや上がり,234,0.040983606557377046,0.1721311475409836
藤原辰雄,標準〜やや上がり,107,0.02702702702702703,0.17117117117117117
鈴木伸尋,標準〜やや上がり,188,0.04878048780487805,0.17073170731707318
高橋文雅,標準〜やや上がり,159,0.06666666666666667,0.1696969696969697
奥平雅士,標準〜やや上がり,156,0.05454545454545454,0.1696969696969697
中村均,標準〜やや上がり,70,0.028169014084507043,0.16901408450704225
湯窪幸雄,標準〜やや上がり,82,0.033707865168539325,0.16853932584269662
田村康仁,標準〜やや上がり,235,0.06772908366533864,0.16733067729083664
長浜博之,標準〜やや上がり,35,0.0,0.16666666666666666
石橋守,標準〜やや上がり,186,0.0374331550802139,0.1657754010695187
新開幸一,標準〜やや上がり,161,0.06285714285714286,0.1657142857142857
鮫島一歩,標準〜やや上がり,277,0.04794520547945205,0.1643835616438356
田島俊明,標準〜やや上がり,107,0.06363636363636363,0.16363636363636364
高橋康之,標準〜やや上がり,157,0.062111801242236024,0.16149068322981366
浜田多実,標準〜やや上がり,179,0.0718232044198895,0.16022099447513813
佐藤正雄,標準〜やや上がり,32,0.0625,0.15625
小野次郎,標準〜やや上がり,132,0.05185185185185185,0.15555555555555556
深山雅史,標準〜やや上がり,86,0.06666666666666667,0.15555555555555556
荒川義之,標準〜やや上がり,222,0.034482758620689655,0.15517241379310345
柄崎孝,標準〜やや上がり,110,0.01818181818181818,0.15454545454545454
武藤善則,標準〜やや上がり,195,0.04975124378109453,0.15422885572139303
小崎憲,標準〜やや上がり,178,0.04395604395604396,0.15384615384615385
田所秀孝,標準〜やや上がり,158,0.06666666666666667,0.15151515151515152
杉山佳明,標準〜やや上がり,79,0.0125,0.15
中野栄治,標準〜やや上がり,225,0.04564315352697095,0.14937759336099585
小手川準,標準〜やや上がり,109,0.017543859649122806,0.14912280701754385
谷原義明,標準〜やや上がり,45,0.0425531914893617,0.14893617021276595
清水英克,標準〜やや上がり,150,0.06451612903225806,0.14838709677419354
