騎手,場所,芝・ダ,距離,ペース型,騎乗数,勝利数,複勝数,平均着順,平均4角率,勝率,複勝率
丸山元気,新潟,芝,1000,標準〜やや上がり,38,2,10,7.552631578947368,0.4617333775615509,5.263157894736842,26.31578947368421
吉田隼人,新潟,芝,1000,標準〜やや上がり,20,0,5,7.55,0.5226774042950513,0.0,25.0
木幡初也,新潟,芝,1000,標準〜やや上がり,20,3,5,7.65,0.4953839869281046,15.0,25.0
横山琉人,新潟,芝,1000,標準〜やや上がり,20,1,5,8.25,0.47961309523809526,5.0,25.0
嶋田純次,新潟,芝,1000,標準〜やや上がり,46,4,11,8.130434782608695,0.47651143790849676,8.695652173913043,23.91304347826087
斎藤新,新潟,芝,1000,標準〜やや上がり,23,2,5,9.391304347826088,0.4724586936223765,8.695652173913043,21.73913043478261
石川裕紀,新潟,芝,1000,標準〜やや上がり,23,3,5,7.565217391304348,0.4819744762200005,13.043478260869565,21.73913043478261
杉原誠人,新潟,芝,1000,標準〜やや上がり,54,4,11,8.907407407407407,0.49871350962037236,7.4074074074074066,20.37037037037037
丸田恭介,新潟,芝,1000,標準〜やや上がり,45,1,9,7.688888888888889,0.550553039915785,2.2222222222222223,20.0
柴田大知,新潟,芝,1000,標準〜やや上がり,25,2,5,7.48,0.42307843137254897,8.0,20.0
木幡巧也,新潟,芝,1000,標準〜やや上がり,33,3,6,10.06060606060606,0.39876393165163215,9.090909090909092,18.181818181818183
荻野極,新潟,芝,1000,標準〜やや上がり,22,1,4,8.136363636363637,0.4501076945929887,4.545454545454546,18.181818181818183
藤田菜七,新潟,芝,1000,標準〜やや上がり,48,3,8,9.104166666666666,0.4284686871543489,6.25,16.666666666666664
菊沢一樹,新潟,芝,1000,標準〜やや上がり,51,2,8,8.313725490196079,0.5369736456674173,3.9215686274509802,15.686274509803921
勝浦正樹,新潟,芝,1000,標準〜やや上がり,20,2,3,8.85,0.39108018207282913,10.0,15.0
内田博幸,新潟,芝,1000,標準〜やや上がり,25,0,2,10.16,0.5900326797385621,0.0,8.0
武藤雅,新潟,芝,1000,標準〜やや上がり,25,1,2,9.76,0.5785457516339869,4.0,8.0
江田照男,新潟,芝,1000,標準〜やや上がり,31,1,1,11.387096774193548,0.5647122827625674,3.225806451612903,3.225806451612903
丸山元気,新潟,芝,1200,やや速い,20,2,6,6.55,0.3719634776987718,10.0,30.0
菱田裕二,新潟,芝,1200,やや速い,21,2,5,9.19047619047619,0.5756904043668749,9.523809523809524,23.809523809523807
勝浦正樹,新潟,芝,1200,やや速い,22,0,5,8.090909090909092,0.5457740380534498,0.0,22.727272727272727
丹内祐次,新潟,芝,1200,やや速い,20,2,4,6.95,0.4171539000215471,10.0,20.0
菊沢一樹,新潟,芝,1200,やや速い,21,0,3,9.333333333333334,0.621938775510204,0.0,14.285714285714285
戸崎圭太,新潟,芝,1400,やや速い,20,2,6,8.3,0.478688141923436,10.0,30.0
柴田大知,新潟,芝,1400,やや速い,20,1,5,8.1,0.3743067716597128,5.0,25.0
石橋脩,新潟,芝,1400,やや速い,24,4,6,8.083333333333334,0.4960738675812206,16.666666666666664,25.0
津村明秀,新潟,芝,1400,やや速い,31,1,6,8.129032258064516,0.3762296605987308,3.225806451612903,19.35483870967742
杉原誠人,新潟,芝,1400,やや速い,21,0,4,9.857142857142858,0.592382699000346,0.0,19.047619047619047
木幡巧也,新潟,芝,1400,やや速い,21,2,3,9.666666666666666,0.56211790854648,9.523809523809524,14.285714285714285
菊沢一樹,新潟,芝,1400,やや速い,23,2,2,8.217391304347826,0.5064096708917681,8.695652173913043,8.695652173913043
戸崎圭太,新潟,芝,1600,スロー上がり,25,5,15,4.96,0.5290642200936319,20.0,60.0
田辺裕信,新潟,芝,1600,スロー上がり,25,5,9,7.16,0.504322958087664,20.0,36.0
北村宏司,新潟,芝,1600,スロー上がり,20,2,6,6.65,0.4902902448858331,10.0,30.0
三浦皇成,新潟,芝,1600,スロー上がり,27,4,8,7.296296296296297,0.4750102566279037,14.814814814814813,29.629629629629626
津村明秀,新潟,芝,1600,スロー上がり,39,2,10,7.153846153846154,0.43809080562474223,5.128205128205128,25.64102564102564
石橋脩,新潟,芝,1600,スロー上がり,36,3,9,7.416666666666667,0.5450603250235603,8.333333333333332,25.0
丸山元気,新潟,芝,1600,スロー上がり,25,1,6,7.88,0.5318018419489008,4.0,24.0
石川裕紀,新潟,芝,1600,スロー上がり,22,1,4,8.363636363636363,0.46672111682138423,4.545454545454546,18.181818181818183
木幡巧也,新潟,芝,1600,スロー上がり,25,2,4,8.32,0.4574558382793677,8.0,16.0
菱田裕二,新潟,芝,1600,スロー上がり,20,0,2,8.05,0.5622503517724107,0.0,10.0
柴田大知,新潟,芝,1600,スロー上がり,21,0,2,8.095238095238095,0.3858644701081676,0.0,9.523809523809524
吉田豊,新潟,芝,1600,スロー上がり,23,1,2,9.130434782608695,0.6678768056325601,4.3478260869565215,8.695652173913043
丸田恭介,新潟,芝,1600,スロー上がり,20,0,1,9.4,0.54072542653425,0.0,5.0
津村明秀,新潟,芝,1600,標準〜やや上がり,20,1,6,8.05,0.4818382352941176,5.0,30.0
戸崎圭太,新潟,芝,1800,スロー上がり,30,6,16,4.3,0.5513256813992108,20.0,53.333333333333336
杉原誠人,新潟,芝,1800,スロー上がり,27,2,11,6.777777777777778,0.4606881801326246,7.4074074074074066,40.74074074074074
藤田菜七,新潟,芝,1800,スロー上がり,23,1,9,7.3478260869565215,0.5700089765307156,4.3478260869565215,39.130434782608695
三浦皇成,新潟,芝,1800,スロー上がり,21,1,7,5.904761904761905,0.4848519788645839,4.761904761904762,33.33333333333333
菅原明良,新潟,芝,1800,スロー上がり,25,4,8,6.6,0.5174146605028959,16.0,32.0
内田博幸,新潟,芝,1800,スロー上がり,23,2,7,6.130434782608695,0.48585876683702767,8.695652173913043,30.434782608695656
岩田望来,新潟,芝,1800,スロー上がり,21,3,6,5.380952380952381,0.4826049689495068,14.285714285714285,28.57142857142857
荻野極,新潟,芝,1800,スロー上がり,22,3,6,7.045454545454546,0.43208514969878603,13.636363636363635,27.27272727272727
吉田隼人,新潟,芝,1800,スロー上がり,26,1,7,6.576923076923077,0.4832231148690425,3.8461538461538463,26.923076923076923
菱田裕二,新潟,芝,1800,スロー上がり,30,0,8,5.933333333333334,0.4856597133803016,0.0,26.666666666666668
石橋脩,新潟,芝,1800,スロー上がり,39,4,9,8.025641025641026,0.5268616334227194,10.256410256410255,23.076923076923077
丸田恭介,新潟,芝,1800,スロー上がり,27,2,6,7.703703703703703,0.5808388627833072,7.4074074074074066,22.22222222222222
津村明秀,新潟,芝,1800,スロー上がり,54,7,12,7.12962962962963,0.4702614983660735,12.962962962962962,22.22222222222222
武藤雅,新潟,芝,1800,スロー上がり,20,1,4,8.65,0.5878604116471764,5.0,20.0
鮫島克駿,新潟,芝,1800,スロー上がり,25,0,5,7.76,0.5824776269482151,0.0,20.0
丸山元気,新潟,芝,1800,スロー上がり,38,3,7,7.894736842105263,0.5310315780710517,7.894736842105263,18.421052631578945
田辺裕信,新潟,芝,1800,スロー上がり,21,1,3,6.190476190476191,0.5376797416713383,4.761904761904762,14.285714285714285
菊沢一樹,新潟,芝,1800,スロー上がり,28,1,4,8.035714285714286,0.506597569097569,3.571428571428571,14.285714285714285
勝浦正樹,新潟,芝,1800,スロー上がり,22,0,3,8.045454545454545,0.5458704990790553,0.0,13.636363636363635
柴田大知,新潟,芝,1800,スロー上がり,23,0,3,8.434782608695652,0.3487870753855409,0.0,13.043478260869565
木幡巧也,新潟,芝,1800,スロー上がり,27,0,2,9.185185185185185,0.41729329131289916,0.0,7.4074074074074066
丹内祐次,新潟,芝,1800,スロー上がり,32,0,2,8.3125,0.4120609705857868,0.0,6.25
戸崎圭太,新潟,芝,2000,スロー上がり,31,6,13,6.580645161290323,0.4646016038568221,19.35483870967742,41.935483870967744
荻野極,新潟,芝,2000,スロー上がり,24,2,10,6.041666666666667,0.369347434972435,8.333333333333332,41.66666666666667
丹内祐次,新潟,芝,2000,スロー上がり,28,2,11,5.642857142857143,0.39252850324278893,7.142857142857142,39.285714285714285
丸田恭介,新潟,芝,2000,スロー上がり,26,2,10,6.461538461538462,0.6642669422081187,7.6923076923076925,38.46153846153847
菅原明良,新潟,芝,2000,スロー上がり,22,2,8,5.590909090909091,0.5205477529006941,9.090909090909092,36.36363636363637
津村明秀,新潟,芝,2000,スロー上がり,37,2,12,6.378378378378378,0.5034419299125181,5.405405405405405,32.432432432432435
丸山元気,新潟,芝,2000,スロー上がり,38,4,12,6.605263157894737,0.4726880145997793,10.526315789473683,31.57894736842105
菱田裕二,新潟,芝,2000,スロー上がり,20,4,6,6.55,0.5091220584970585,20.0,30.0
吉田隼人,新潟,芝,2000,スロー上がり,27,2,8,6.222222222222222,0.514401215463307,7.4074074074074066,29.629629629629626
石橋脩,新潟,芝,2000,スロー上がり,26,2,6,7.269230769230769,0.36258282943803305,7.6923076923076925,23.076923076923077
三浦皇成,新潟,芝,2000,スロー上がり,25,3,5,6.2,0.4677518298694769,12.0,20.0
斎藤新,新潟,芝,2000,スロー上がり,21,2,4,7.619047619047619,0.4589411250125536,9.523809523809524,19.047619047619047
木幡巧也,新潟,芝,2000,スロー上がり,21,1,3,8.047619047619047,0.49422980925081766,4.761904761904762,14.285714285714285
武藤雅,新潟,芝,2000,スロー上がり,21,1,3,7.761904761904762,0.6072288161573876,4.761904761904762,14.285714285714285
菊沢一樹,新潟,芝,2000,スロー上がり,28,1,3,8.392857142857142,0.4950939408397392,3.571428571428571,10.714285714285714
丹内祐次,札幌,ダ,1000,やや速い,23,3,3,7.043478260869565,0.45037329819938515,13.043478260869565,13.043478260869565
武豊,札幌,ダ,1700,やや速い,30,9,18,4.3,0.42734071484071484,30.0,60.0
ルメール,札幌,ダ,1700,やや速い,43,9,20,4.837209302325581,0.3909307746517049,20.930232558139537,46.51162790697674
横山和生,札幌,ダ,1700,やや速い,49,11,18,5.122448979591836,0.4846204815592571,22.448979591836736,36.734693877551024
横山武史,札幌,ダ,1700,やや速い,49,7,18,6.0,0.4254451330981943,14.285714285714285,36.734693877551024
黛弘人,札幌,ダ,1700,やや速い,41,4,11,6.609756097560975,0.4962115120651706,9.75609756097561,26.82926829268293
吉田隼人,札幌,ダ,1700,やや速い,47,4,12,6.872340425531915,0.43477037147249914,8.51063829787234,25.53191489361702
丹内祐次,札幌,ダ,1700,やや速い,67,3,17,6.477611940298507,0.4422215843857635,4.477611940298507,25.37313432835821
坂井瑠星,札幌,ダ,1700,やや速い,25,2,6,7.16,0.5028771228771229,8.0,24.0
池添謙一,札幌,ダ,1700,やや速い,41,4,9,7.7073170731707314,0.4785080772885651,9.75609756097561,21.951219512195124
藤岡佑介,札幌,ダ,1700,やや速い,33,2,7,7.9393939393939394,0.5440115440115441,6.0606060606060606,21.21212121212121
柴山雄一,札幌,ダ,1700,やや速い,21,2,4,8.714285714285714,0.571638678781536,9.523809523809524,19.047619047619047
丸山元気,札幌,ダ,1700,やや速い,22,1,4,7.0,0.4352541397995944,4.545454545454546,18.181818181818183
古川吉洋,札幌,ダ,1700,やや速い,42,1,5,7.928571428571429,0.5810843917986774,2.380952380952381,11.904761904761903
勝浦正樹,札幌,ダ,1700,やや速い,36,0,3,7.055555555555555,0.4789307914307914,0.0,8.333333333333332
菱田裕二,札幌,ダ,1700,やや速い,42,2,3,7.833333333333333,0.6006552970838686,4.761904761904762,7.142857142857142
横山武史,札幌,ダ,1700,ハイ/持続,36,7,12,6.166666666666667,0.4116177032843699,19.444444444444446,33.33333333333333
横山和生,札幌,ダ,1700,ハイ/持続,22,1,6,6.2727272727272725,0.46938112392657844,4.545454545454546,27.27272727272727
丹内祐次,札幌,ダ,1700,ハイ/持続,36,2,9,6.305555555555555,0.498683415350082,5.555555555555555,25.0
黛弘人,札幌,ダ,1700,ハイ/持続,23,1,3,9.956521739130435,0.6583585496628974,4.3478260869565215,13.043478260869565
古川吉洋,札幌,ダ,1700,ハイ/持続,28,2,3,7.642857142857143,0.534027282241568,7.142857142857142,10.714285714285714
ルメール,札幌,ダ,1700,標準〜やや上がり,22,6,14,3.5454545454545454,0.31135531135531136,27.27272727272727,63.63636363636363
横山武史,札幌,ダ,1700,標準〜やや上がり,31,3,12,6.161290322580645,0.44790200838587935,9.67741935483871,38.70967741935484
丹内祐次,札幌,ダ,1700,標準〜やや上がり,30,2,8,6.866666666666666,0.48325498575498577,6.666666666666667,26.666666666666668
吉田隼人,札幌,ダ,1700,標準〜やや上がり,24,4,5,6.375,0.5028807997557997,16.666666666666664,20.833333333333336
菱田裕二,札幌,ダ,1700,標準〜やや上がり,22,1,4,7.454545454545454,0.5148616534980172,4.545454545454546,18.181818181818183
古川吉洋,札幌,ダ,1700,標準〜やや上がり,26,2,4,6.923076923076923,0.539762374377759,7.6923076923076925,15.384615384615385
横山和生,札幌,芝,1200,やや速い,22,3,8,7.5,0.5349025974025974,13.636363636363635,36.36363636363637
横山武史,札幌,芝,1200,やや速い,45,3,15,6.733333333333333,0.4215666740666741,6.666666666666667,33.33333333333333
武豊,札幌,芝,1200,やや速い,33,3,11,6.9393939393939394,0.47784172897809263,9.090909090909092,33.33333333333333
吉田隼人,札幌,芝,1200,やや速い,31,3,10,7.387096774193548,0.4087025877348458,9.67741935483871,32.25806451612903
藤岡康太,札幌,芝,1200,やや速い,21,2,6,6.571428571428571,0.5166361416361417,9.523809523809524,28.57142857142857
勝浦正樹,札幌,芝,1200,やや速い,40,3,11,6.975,0.5281903513153513,7.5,27.500000000000004
ルメール,札幌,芝,1200,やや速い,26,6,7,6.576923076923077,0.5053442284211515,23.076923076923077,26.923076923076923
丹内祐次,札幌,芝,1200,やや速い,55,2,13,7.072727272727272,0.4263929252565616,3.6363636363636362,23.636363636363637
池添謙一,札幌,芝,1200,やや速い,34,2,8,7.911764705882353,0.4678517560870502,5.88235294117647,23.52941176470588
藤岡佑介,札幌,芝,1200,やや速い,30,2,7,7.7,0.4814028564028564,6.666666666666667,23.333333333333332
黛弘人,札幌,芝,1200,やや速い,24,2,5,8.625,0.5116999898249898,8.333333333333332,20.833333333333336
坂井瑠星,札幌,芝,1200,やや速い,21,4,4,8.666666666666666,0.4288503163503164,19.047619047619047,19.047619047619047
古川吉洋,札幌,芝,1200,やや速い,37,3,7,8.0,0.5575547200547201,8.108108108108109,18.91891891891892
菱田裕二,札幌,芝,1200,やや速い,40,1,5,7.7,0.5507453657453658,2.5,12.5
団野大成,札幌,芝,1200,やや速い,20,1,2,7.8,0.39981684981684984,5.0,10.0
武豊,札幌,芝,1200,ハイ/持続,24,9,14,5.291666666666667,0.5684688575313576,37.5,58.333333333333336
ルメール,札幌,芝,1200,ハイ/持続,23,3,12,4.826086956521739,0.4906054090836699,13.043478260869565,52.17391304347826
横山武史,札幌,芝,1200,ハイ/持続,31,5,12,6.290322580645161,0.4312005199101973,16.129032258064516,38.70967741935484
丹内祐次,札幌,芝,1200,ハイ/持続,39,7,14,6.461538461538462,0.37376469684161995,17.94871794871795,35.8974358974359
藤岡佑介,札幌,芝,1200,ハイ/持続,23,2,8,5.6521739130434785,0.48810145168840824,8.695652173913043,34.78260869565217
池添謙一,札幌,芝,1200,ハイ/持続,21,2,7,6.380952380952381,0.4188922188922189,9.523809523809524,33.33333333333333
吉田隼人,札幌,芝,1200,ハイ/持続,26,1,7,6.884615384615385,0.42257443411289564,3.8461538461538463,26.923076923076923
横山和生,札幌,芝,1200,ハイ/持続,23,1,5,7.608695652173913,0.5207723435984305,4.3478260869565215,21.73913043478261
勝浦正樹,札幌,芝,1200,ハイ/持続,23,0,4,8.130434782608695,0.5393041740867828,0.0,17.391304347826086
菱田裕二,札幌,芝,1200,ハイ/持続,23,2,3,8.695652173913043,0.45286832732484905,8.695652173913043,13.043478260869565
古川吉洋,札幌,芝,1200,ハイ/持続,26,0,3,8.846153846153847,0.49359870898332436,0.0,11.538461538461538
丹内祐次,札幌,芝,1500,標準〜やや上がり,21,3,5,6.428571428571429,0.45390033247176104,14.285714285714285,23.809523809523807
ルメール,札幌,芝,1800,標準〜やや上がり,24,6,14,3.7083333333333335,0.4625518000518001,25.0,58.333333333333336
横山武史,札幌,芝,1800,標準〜やや上がり,35,11,17,4.771428571428571,0.41548633905776766,31.428571428571427,48.57142857142857
武豊,札幌,芝,1800,標準〜やや上がり,25,2,10,5.4,0.38541691641691644,8.0,40.0
池添謙一,札幌,芝,1800,標準〜やや上がり,27,6,9,5.296296296296297,0.45559841393174727,22.22222222222222,33.33333333333333
藤岡佑介,札幌,芝,1800,標準〜やや上がり,27,3,9,6.2592592592592595,0.4814383147716481,11.11111111111111,33.33333333333333
丹内祐次,札幌,芝,1800,標準〜やや上がり,36,2,10,6.277777777777778,0.3689644460477794,5.555555555555555,27.77777777777778
黛弘人,札幌,芝,1800,標準〜やや上がり,20,1,1,9.15,0.5788444888444888,5.0,5.0
ルメール,札幌,芝,2000,やや速い,22,3,12,5.2272727272727275,0.4930711964802874,13.636363636363635,54.54545454545454
丹内祐次,札幌,芝,2000,やや速い,23,2,5,6.869565217391305,0.4546299111516503,8.695652173913043,21.73913043478261
横山武史,札幌,芝,2000,やや速い,23,0,4,7.3478260869565215,0.4366808312460486,0.0,17.391304347826086
丹内祐次,札幌,芝,2000,スロー上がり,22,4,7,5.2272727272727275,0.3063030403939495,18.181818181818183,31.818181818181817
ルメール,札幌,芝,2000,標準〜やや上がり,28,5,11,5.25,0.3638196624803767,17.857142857142858,39.285714285714285
横山武史,札幌,芝,2000,標準〜やや上がり,27,2,10,5.333333333333333,0.4635033176699843,7.4074074074074066,37.03703703703704
横山和生,札幌,芝,2000,標準〜やや上がり,22,4,7,6.863636363636363,0.3684926184926185,18.181818181818183,31.818181818181817
池添謙一,札幌,芝,2000,標準〜やや上がり,20,0,6,6.5,0.4485370879120879,0.0,30.0
丹内祐次,札幌,芝,2000,標準〜やや上がり,30,2,8,7.133333333333334,0.42495319495319495,6.666666666666667,26.666666666666668
藤岡佑介,札幌,芝,2000,標準〜やや上がり,22,0,5,5.409090909090909,0.33948046902592355,0.0,22.727272727272727
丹内祐次,札幌,芝,2600,スロー上がり,20,1,7,5.8,0.4511510711510711,5.0,35.0
丹内祐次,札幌,芝,2600,標準〜やや上がり,20,0,3,7.35,0.48792665667665663,0.0,15.0
北村宏司,東京,ダ,1300,やや速い,22,4,7,7.090909090909091,0.478219696969697,18.181818181818183,31.818181818181817
田辺裕信,東京,ダ,1300,やや速い,25,2,7,7.04,0.5153571428571428,8.0,28.000000000000004
内田博幸,東京,ダ,1300,やや速い,33,4,9,8.151515151515152,0.455988455988456,12.121212121212121,27.27272727272727
戸崎圭太,東京,ダ,1300,やや速い,24,3,6,8.291666666666666,0.4379960317460318,12.5,25.0
石川裕紀,東京,ダ,1300,やや速い,28,4,7,7.857142857142857,0.5338010204081632,14.285714285714285,25.0
木幡巧也,東京,ダ,1300,やや速い,26,1,6,8.038461538461538,0.5776098901098901,3.8461538461538463,23.076923076923077
野中悠太,東京,ダ,1300,やや速い,21,0,2,10.714285714285714,0.5722789115646258,0.0,9.523809523809524
武藤雅,東京,ダ,1300,やや速い,25,1,2,10.4,0.5767857142857143,4.0,8.0
川田将雅,東京,ダ,1400,やや速い,28,6,14,4.714285714285714,0.31919642857142855,21.428571428571427,50.0
ルメール,東京,ダ,1400,やや速い,88,17,39,5.8977272727272725,0.37589545870795865,19.318181818181817,44.31818181818182
戸崎圭太,東京,ダ,1400,やや速い,138,24,58,5.963768115942029,0.423683442161703,17.391304347826086,42.028985507246375
Ｍ．デム,東京,ダ,1400,やや速い,50,6,21,6.04,0.42004945054945053,12.0,42.0
福永祐一,東京,ダ,1400,やや速い,40,5,14,6.125,0.5486755952380953,12.5,35.0
荻野極,東京,ダ,1400,やや速い,20,1,6,7.45,0.42613095238095233,5.0,30.0
三浦皇成,東京,ダ,1400,やや速い,123,13,36,6.804878048780488,0.468747952589416,10.569105691056912,29.268292682926827
武豊,東京,ダ,1400,やや速い,35,5,10,7.0,0.45649529042386183,14.285714285714285,28.57142857142857
坂井瑠星,東京,ダ,1400,やや速い,26,1,7,7.769230769230769,0.37900641025641024,3.8461538461538463,26.923076923076923
松山弘平,東京,ダ,1400,やや速い,26,5,7,7.576923076923077,0.3637820512820513,19.230769230769234,26.923076923076923
横山和生,東京,ダ,1400,やや速い,56,4,15,7.5,0.5507579474097332,7.142857142857142,26.785714285714285
横山武史,東京,ダ,1400,やや速い,83,11,22,7.373493975903615,0.43174842226047044,13.253012048192772,26.506024096385545
内田博幸,東京,ダ,1400,やや速い,130,9,32,7.930769230769231,0.45962982530290225,6.923076923076923,24.615384615384617
岩田康誠,東京,ダ,1400,やや速い,49,4,12,7.755102040816326,0.5520015698587127,8.16326530612245,24.489795918367346
北村宏司,東京,ダ,1400,やや速い,115,6,27,7.582608695652174,0.49289297658862874,5.217391304347826,23.47826086956522
丸田恭介,東京,ダ,1400,やや速い,40,2,9,9.275,0.570595238095238,5.0,22.5
菅原明良,東京,ダ,1400,やや速い,80,5,18,7.7875,0.4316592261904762,6.25,22.5
田辺裕信,東京,ダ,1400,やや速い,121,9,25,7.355371900826446,0.5881239972149063,7.43801652892562,20.66115702479339
横山典弘,東京,ダ,1400,やや速い,73,6,15,7.3561643835616435,0.6275929549902153,8.21917808219178,20.54794520547945
勝浦正樹,東京,ダ,1400,やや速い,20,0,4,9.95,0.559375,0.0,20.0
吉田豊,東京,ダ,1400,やや速い,80,3,16,8.1125,0.5937328296703297,3.75,20.0
石橋脩,東京,ダ,1400,やや速い,92,3,18,8.521739130434783,0.44877070393374746,3.260869565217391,19.565217391304348
吉田隼人,東京,ダ,1400,やや速い,26,1,5,7.5,0.44333791208791207,3.8461538461538463,19.230769230769234
原優介,東京,ダ,1400,やや速い,46,2,8,8.282608695652174,0.5379270186335404,4.3478260869565215,17.391304347826086
大野拓弥,東京,ダ,1400,やや速い,115,4,20,8.304347826086957,0.5784169453734671,3.4782608695652173,17.391304347826086
永野猛蔵,東京,ダ,1400,やや速い,39,3,6,8.23076923076923,0.5888982812059735,7.6923076923076925,15.384615384615385
柴田善臣,東京,ダ,1400,やや速い,53,2,8,7.962264150943396,0.5348719676549865,3.7735849056603774,15.09433962264151
木幡巧也,東京,ダ,1400,やや速い,89,1,13,9.134831460674157,0.4553262748487467,1.1235955056179776,14.606741573033707
田中勝春,東京,ダ,1400,やや速い,63,3,9,8.396825396825397,0.5090513983371127,4.761904761904762,14.285714285714285
藤田菜七,東京,ダ,1400,やや速い,29,2,4,7.9655172413793105,0.44037356321839083,6.896551724137931,13.793103448275861
丹内祐次,東京,ダ,1400,やや速い,23,1,3,8.695652173913043,0.41586438923395447,4.3478260869565215,13.043478260869565
木幡育也,東京,ダ,1400,やや速い,32,1,4,9.84375,0.5165922619047619,3.125,12.5
武藤雅,東京,ダ,1400,やや速い,76,1,9,8.921052631578947,0.5156846443030654,1.3157894736842104,11.842105263157894
野中悠太,東京,ダ,1400,やや速い,77,4,9,10.168831168831169,0.5772334808049093,5.194805194805195,11.688311688311687
津村明秀,東京,ダ,1400,やや速い,87,2,10,8.908045977011493,0.43745210727969347,2.2988505747126435,11.494252873563218
松岡正海,東京,ダ,1400,やや速い,67,2,7,9.08955223880597,0.48283992127275704,2.9850746268656714,10.44776119402985
丸山元気,東京,ダ,1400,やや速い,50,2,5,9.08,0.4630119047619048,4.0,10.0
菊沢一樹,東京,ダ,1400,やや速い,40,0,4,8.625,0.4887053571428572,0.0,10.0
石川裕紀,東京,ダ,1400,やや速い,101,0,9,10.277227722772277,0.49343742066514346,0.0,8.91089108910891
佐々木大,東京,ダ,1400,やや速い,23,1,2,9.304347826086957,0.4782031374422679,4.3478260869565215,8.695652173913043
武士沢友,東京,ダ,1400,やや速い,51,1,4,10.784313725490197,0.686035696329814,1.9607843137254901,7.8431372549019605
蛯名正義,東京,ダ,1400,やや速い,30,1,2,10.7,0.4008928571428571,3.3333333333333335,6.666666666666667
江田照男,東京,ダ,1400,やや速い,82,2,4,10.439024390243903,0.555436433485214,2.4390243902439024,4.878048780487805
柴山雄一,東京,ダ,1400,やや速い,21,1,1,9.523809523809524,0.5778061224489796,4.761904761904762,4.761904761904762
柴田大知,東京,ダ,1400,やや速い,77,1,3,10.246753246753247,0.5071916179059036,1.2987012987012987,3.896103896103896
ルメール,東京,ダ,1400,ハイ/持続,53,13,24,5.037735849056604,0.32028301886792454,24.528301886792452,45.28301886792453
戸崎圭太,東京,ダ,1400,ハイ/持続,72,8,30,6.138888888888889,0.494459706959707,11.11111111111111,41.66666666666667
横山和生,東京,ダ,1400,ハイ/持続,30,2,11,6.133333333333334,0.7220833333333334,6.666666666666667,36.666666666666664
三浦皇成,東京,ダ,1400,ハイ/持続,71,7,25,6.788732394366197,0.45602718877366766,9.859154929577464,35.2112676056338
菅原明良,東京,ダ,1400,ハイ/持続,44,4,14,7.136363636363637,0.4755841696182605,9.090909090909092,31.818181818181817
柴山雄一,東京,ダ,1400,ハイ/持続,21,3,6,7.571428571428571,0.614484126984127,14.285714285714285,28.57142857142857
横山典弘,東京,ダ,1400,ハイ/持続,36,4,10,7.083333333333333,0.5188949938949938,11.11111111111111,27.77777777777778
石橋脩,東京,ダ,1400,ハイ/持続,55,7,14,7.763636363636364,0.5265151515151515,12.727272727272727,25.454545454545453
横山武史,東京,ダ,1400,ハイ/持続,40,4,10,7.625,0.4805505952380952,10.0,25.0
吉田豊,東京,ダ,1400,ハイ/持続,50,5,12,7.26,0.6295194805194805,10.0,24.0
内田博幸,東京,ダ,1400,ハイ/持続,90,9,21,7.522222222222222,0.4496250508750509,10.0,23.333333333333332
柴田善臣,東京,ダ,1400,ハイ/持続,40,0,9,8.775,0.4841666666666667,0.0,22.5
Ｍ．デム,東京,ダ,1400,ハイ/持続,35,2,7,7.542857142857143,0.47258658008658005,5.714285714285714,20.0
石川裕紀,東京,ダ,1400,ハイ/持続,59,3,11,8.169491525423728,0.5698602245212414,5.084745762711865,18.64406779661017
北村宏司,東京,ダ,1400,ハイ/持続,49,2,9,8.224489795918368,0.4368070704805399,4.081632653061225,18.367346938775512
丸田恭介,東京,ダ,1400,ハイ/持続,23,0,4,9.478260869565217,0.6104813664596273,0.0,17.391304347826086
津村明秀,東京,ダ,1400,ハイ/持続,69,3,12,8.710144927536232,0.502356098008272,4.3478260869565215,17.391304347826086
田辺裕信,東京,ダ,1400,ハイ/持続,78,5,13,8.41025641025641,0.5179176058983751,6.41025641025641,16.666666666666664
武藤雅,東京,ダ,1400,ハイ/持続,43,2,7,9.209302325581396,0.5077519379844961,4.651162790697675,16.27906976744186
丸山元気,東京,ダ,1400,ハイ/持続,26,1,4,9.807692307692308,0.4536858974358974,3.8461538461538463,15.384615384615385
柴田大知,東京,ダ,1400,ハイ/持続,47,2,7,8.74468085106383,0.5289438398480952,4.25531914893617,14.893617021276595
永野猛蔵,東京,ダ,1400,ハイ/持続,34,0,5,7.647058823529412,0.5781003310415075,0.0,14.705882352941178
岩田康誠,東京,ダ,1400,ハイ/持続,23,3,3,8.608695652173912,0.4631987577639752,13.043478260869565,13.043478260869565
大野拓弥,東京,ダ,1400,ハイ/持続,77,3,10,8.142857142857142,0.5107832643546929,3.896103896103896,12.987012987012985
菊沢一樹,東京,ダ,1400,ハイ/持続,25,2,3,8.44,0.48266666666666663,8.0,12.0
田中勝春,東京,ダ,1400,ハイ/持続,28,0,3,10.142857142857142,0.615625,0.0,10.714285714285714
野中悠太,東京,ダ,1400,ハイ/持続,48,1,5,9.291666666666666,0.5590029761904761,2.083333333333333,10.416666666666668
武士沢友,東京,ダ,1400,ハイ/持続,27,1,2,9.62962962962963,0.6162037037037037,3.7037037037037033,7.4074074074074066
